srcStateName,srcDistrictName,srcYear,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area ,YearCode,Year
Uttar Pradesh,Behraich,2015-16,Others,(0.5-1.0),Marginal,71525.32,2573.264,74098.584,571.24,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Others,(10.0-20.0),Large,1934.077,123.456,2057.533,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Others,(1.0-2.0),Small,64093.396,2126.938,66220.334,606.469,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Others,(2.0-3.0),Semi-Medium,29392.881,2077.931,31470.812,300.115,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Others,20 & Above,Large,818.892,49.454,868.346,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Others,(3.0-4.0),Semi-Medium,15058.855,1022.111,16080.966,204.371,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Others,(4.0-5.0),Medium,8351.677,575.574,8927.251,74.529,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Others,(5.0-7.5),Medium,7218.415,1123.772,8342.187,82.357,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Others,(7.5-10.0),Medium,2236.066,523.556,2759.622,104.284,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Others,Below 0.5,Marginal,82878,5026.936,87904.936,501.319,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Caste,(0.5-1.0),Marginal,8659.379,403.494,9062.873,35.637,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Caste,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Caste,(1.0-2.0),Small,7029.337,339.126,7368.463,34.619,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,2002.355,106.029,2108.384,6.537,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,610.244,32.617,642.861,1.236,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Caste,(4.0-5.0),Medium,258.268,9.985,268.253,0.142,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Caste,(5.0-7.5),Medium,140.217,0,140.217,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Caste,(7.5-10.0),Medium,23.519,0,23.519,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Caste,Below 0.5,Marginal,9808.448,470.099,10278.547,33.136,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,117.564,0.399,117.963,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Tribes,(10.0-20.0),Large,16.802,0,16.802,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Tribes,(1.0-2.0),Small,193.813,0.356,194.169,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,120.555,0.038,120.593,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,62.829,1.094,63.923,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Tribes,(4.0-5.0),Medium,28.253,0,28.253,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Tribes,(5.0-7.5),Medium,18.628,0,18.628,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Behraich,2015-16,Scheduled Tribes,Below 0.5,Marginal,116.949,0.806,117.755,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Institutional,(0.5-1.0),Marginal,31.494,2.01,33.504,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Institutional,(10.0-20.0),Large,126.366,7.141,133.507,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Institutional,(1.0-2.0),Small,43.867,2.801,46.668,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Institutional,(2.0-3.0),Semi-Medium,80.573,5.141,85.714,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Institutional,20 & Above,Large,949.413,60.601,1010.014,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Institutional,(3.0-4.0),Semi-Medium,38.839,1.353,40.192,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Institutional,(4.0-5.0),Medium,34.755,0.792,35.547,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Institutional,(5.0-7.5),Medium,62.762,3.561,66.323,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Institutional,(7.5-10.0),Medium,48.837,1.523,50.36,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Institutional,Below 0.5,Marginal,22.047,1.406,23.453,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Others,(0.5-1.0),Marginal,55264.483,2142.169,57406.652,234.222,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Others,(10.0-20.0),Large,2264.026,144.518,2408.544,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Others,(1.0-2.0),Small,84643.335,3421.402,88064.737,252.614,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Others,(2.0-3.0),Semi-Medium,48531.82,3048.81,51580.63,148.912,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Others,20 & Above,Large,879.362,56.129,935.491,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Others,(3.0-4.0),Semi-Medium,29821.756,2084.285,31906.041,140.834,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Others,(4.0-5.0),Medium,17279.176,1353.327,18632.503,2.35,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Others,(5.0-7.5),Medium,10499.025,1211.401,11710.426,4.279,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Others,(7.5-10.0),Medium,3119.549,310.94,3430.489,64.889,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Others,Below 0.5,Marginal,35299.363,2484.285,37783.648,202.541,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Caste,(0.5-1.0),Marginal,10042.769,505.598,10548.367,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Caste,(10.0-20.0),Large,198.088,12.644,210.732,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Caste,(1.0-2.0),Small,7866.488,357.906,8224.394,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,3353.396,176.001,3529.397,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,1360.45,97.409,1457.859,0.91,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Caste,(4.0-5.0),Medium,665.238,38.873,704.111,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Caste,(5.0-7.5),Medium,603.913,40.873,644.786,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Caste,(7.5-10.0),Medium,121.653,4.704,126.357,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Caste,Below 0.5,Marginal,10563.937,619.325,11183.262,0.489,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,19.88,0,19.88,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Tribes,(1.0-2.0),Small,73.034,0,73.034,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,51.525,1.045,52.57,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,3.104,0,3.104,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bijnor,2015-16,Scheduled Tribes,Below 0.5,Marginal,7.791,0,7.791,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Institutional,(0.5-1.0),Marginal,41.307,2.531,43.838,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Institutional,(10.0-20.0),Large,113.592,2.676,116.268,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Institutional,(1.0-2.0),Small,64.417,4.113,68.53,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Institutional,(2.0-3.0),Semi-Medium,70.598,4.363,74.961,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Institutional,20 & Above,Large,78.759,0,78.759,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Institutional,(3.0-4.0),Semi-Medium,44.189,1.269,45.458,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Institutional,(4.0-5.0),Medium,33.956,14.515,48.471,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Institutional,(5.0-7.5),Medium,59.347,4.317,63.664,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Institutional,(7.5-10.0),Medium,73.245,1.947,75.192,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Institutional,Below 0.5,Marginal,25.908,1.657,27.565,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Others,(0.5-1.0),Marginal,47066.227,1568.625,48634.852,303.55,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Others,(10.0-20.0),Large,2524.422,166.175,2690.597,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Others,(1.0-2.0),Small,73441.384,3290.922,76732.306,379.231,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Others,(2.0-3.0),Semi-Medium,40474.832,3380.88,43855.712,205.861,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Others,20 & Above,Large,395.245,22.147,417.392,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Others,(3.0-4.0),Semi-Medium,22632.217,1992.681,24624.898,192.218,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Others,(4.0-5.0),Medium,13807.999,1407.236,15215.235,23.857,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Others,(5.0-7.5),Medium,13759.015,1880.582,15639.597,35.243,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Others,(7.5-10.0),Medium,4506.037,669.385,5175.422,109.514,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Others,Below 0.5,Marginal,38524.543,2432.124,40956.667,308.739,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Caste,(0.5-1.0),Marginal,7019.476,231.173,7250.649,9.482,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Caste,(10.0-20.0),Large,42.951,0,42.951,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Caste,(1.0-2.0),Small,6564.168,352.432,6916.6,7.291,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,2731.378,174.994,2906.372,3.447,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,1261.58,164.854,1426.434,4.505,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Caste,(4.0-5.0),Medium,645.795,64.091,709.886,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Caste,(5.0-7.5),Medium,581.692,88.607,670.299,5.551,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Caste,(7.5-10.0),Medium,130.144,26.423,156.567,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Caste,Below 0.5,Marginal,9048.406,271.099,9319.505,8.409,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Bulandshahar,2015-16,Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Institutional,(0.5-1.0),Marginal,15.552,0,15.552,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Institutional,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Institutional,(1.0-2.0),Small,42.393,0,42.393,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Institutional,(2.0-3.0),Semi-Medium,23.64,0,23.64,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Institutional,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Institutional,(3.0-4.0),Semi-Medium,9.45,0,9.45,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Institutional,(4.0-5.0),Medium,25.64,0,25.64,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Institutional,(5.0-7.5),Medium,33.963,0,33.963,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Institutional,(7.5-10.0),Medium,18.547,0,18.547,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Institutional,Below 0.5,Marginal,21.205,0,21.205,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Others,(0.5-1.0),Marginal,26916.338,283.051,27199.389,123.014,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Others,(10.0-20.0),Large,1820.338,0,1820.338,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Others,(2.0-3.0),Semi-Medium,14103.037,212.487,14315.524,71.87,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Others,20 & Above,Large,250.537,0,250.537,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Others,(3.0-4.0),Semi-Medium,8057.642,132.501,8190.143,85.674,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Others,(4.0-5.0),Medium,4523.931,157.132,4681.063,2.21,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Others,(5.0-7.5),Medium,6330.147,189.318,6519.465,1.239,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Others,(7.5-10.0),Medium,2607.591,20.179,2627.77,2.467,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Others,Below 0.5,Marginal,39277.343,845.11,40122.453,143.664,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Caste,(0.5-1.0),Marginal,1577.227,19.965,1597.192,3.286,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Caste,(10.0-20.0),Large,13.406,0,13.406,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Caste,(1.0-2.0),Small,704.081,0,704.081,0.22,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,228.803,0,228.803,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,62.863,0,62.863,2.5,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Caste,(4.0-5.0),Medium,31.704,0,31.704,0.029,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Caste,(5.0-7.5),Medium,30.589,0,30.589,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Caste,Below 0.5,Marginal,3160.739,26.016,3186.755,4.274,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chandauli,2015-16,Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Institutional,(0.5-1.0),Marginal,19.44,1.241,20.681,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Institutional,(10.0-20.0),Large,79.675,15.132,94.807,1.112,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Institutional,(1.0-2.0),Small,37.813,2.233,40.046,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Institutional,(2.0-3.0),Semi-Medium,53.325,2.369,55.694,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Institutional,20 & Above,Large,593.254,34.109,627.363,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Institutional,(3.0-4.0),Semi-Medium,34.358,18.832,53.19,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Institutional,(4.0-5.0),Medium,34.362,5.396,39.758,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Institutional,(5.0-7.5),Medium,85.505,5.127,90.632,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Institutional,(7.5-10.0),Medium,32.273,0,32.273,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Institutional,Below 0.5,Marginal,12.334,1.14,13.474,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Others,(0.5-1.0),Marginal,20701.143,2450.149,23151.292,226.288,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Others,(10.0-20.0),Large,10936.403,985.182,11921.585,118.576,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Others,(1.0-2.0),Small,30378.179,3419.145,33797.324,314.499,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Others,(2.0-3.0),Semi-Medium,17945.975,2468.711,20414.686,241.291,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Others,20 & Above,Large,4087.969,421.312,4509.281,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Others,(3.0-4.0),Semi-Medium,12397.991,2021.043,14419.034,250.611,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Others,(4.0-5.0),Medium,9084.319,1676.442,10760.761,158.207,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Others,(5.0-7.5),Medium,12571.997,2706.704,15278.701,316.132,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Others,(7.5-10.0),Medium,7953.71,1688.566,9642.276,279.976,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Others,Below 0.5,Marginal,15041.597,1997.372,17038.969,203.275,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Caste,(0.5-1.0),Marginal,5337.814,700.702,6038.516,59.248,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Caste,(10.0-20.0),Large,3.232,7.622,10.854,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Caste,(1.0-2.0),Small,5994.876,722.007,6716.883,41.485,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,1670.659,185.446,1856.105,24.032,2015,"Agriculture Year (Jul - Jun), 2015"
